"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2026","30.246","28.950","30.580","28.905","0.81K","6.60%"
"09/01/2026","28.374","27.620","28.565","27.620","1.90K","2.44%"
"08/01/2026","27.699","27.745","27.845","27.495","0.81K","-3.75%"
"07/01/2026","28.777","28.500","29.140","28.345","0.88K","2.51%"
"06/01/2026","28.072","27.620","28.195","27.575","1.37K","2.46%"
"05/01/2026","27.399","27.975","27.980","27.150","1.24K","-5.53%"
"02/01/2026","29.004","28.480","29.050","28.405","1.26K","2.99%"
"31/12/2025","28.161","27.755","28.430","27.755","0.03K","1.42%"
"30/12/2025","27.766","27.766","27.766","27.766","","-2.69%"
"29/12/2025","28.534","28.450","29.000","28.420","0.01K","1.56%"
"26/12/2025","28.095","28.095","28.095","28.095","","0.00%"
"24/12/2025","28.095","28.220","28.220","28.170","0.02K","1.31%"
"23/12/2025","27.732","27.790","27.790","27.790","0.01K","0.16%"
"22/12/2025","27.687","27.687","27.687","27.687","0.00K","-1.68%"
"19/12/2025","28.161","27.950","28.475","27.755","0.92K","1.84%"
"18/12/2025","27.652","27.550","27.835","27.300","0.53K","1.08%"
"17/12/2025","27.357","27.085","27.475","27.075","1.13K","2.22%"
"16/12/2025","26.764","26.970","27.000","26.680","1.05K","-2.41%"
"15/12/2025","27.425","27.730","27.745","27.280","0.56K","-0.94%"
"12/12/2025","27.684","27.355","27.560","27.245","0.49K","3.28%"
"11/12/2025","26.805","26.715","26.920","26.635","0.91K","0.76%"
"10/12/2025","26.602","27.015","27.090","26.550","1.41K","-3.23%"
"09/12/2025","27.489","27.400","27.530","27.340","0.42K","2.30%"
"08/12/2025","26.871","27.550","27.670","26.805","0.76K","-1.45%"
"05/12/2025","27.266","27.360","27.360","27.105","1.08K","0.66%"
"04/12/2025","27.088","27.575","27.580","27.055","1.11K","-3.96%"
"03/12/2025","28.206","27.995","28.270","27.995","1.11K","0.56%"
"02/12/2025","28.050","27.715","28.105","27.560","1.13K","-0.63%"
"01/12/2025","28.227","28.275","28.430","27.880","0.69K","-2.05%"
"28/11/2025","28.817","29.070","29.160","28.655","0.17K","-1.88%"
"26/11/2025","29.368","29.370","29.500","29.260","0.05K","-0.06%"
"25/11/2025","29.386","29.650","29.650","29.245","0.06K","-1.21%"
"24/11/2025","29.747","30.025","30.025","29.300","0.09K","-1.49%"
"21/11/2025","30.198","30.620","30.700","30.485","2.21K","-3.08%"
"20/11/2025","31.159","31.035","31.195","30.890","2.59K","0.71%"
"19/11/2025","30.940","31.155","31.185","30.675","1.96K","-2.38%"
"18/11/2025","31.694","31.740","31.950","31.490","2.16K","0.88%"
"17/11/2025","31.418","31.475","31.600","31.230","2.88K","0.54%"
"14/11/2025","31.250","30.745","31.080","30.590","1.11K","2.60%"
"13/11/2025","30.458","31.010","31.010","30.375","5.16K","-1.54%"
"12/11/2025","30.933","31.365","31.365","30.800","7.75K","-0.54%"
"11/11/2025","31.102","31.040","31.180","30.885","1.33K","0.10%"
"10/11/2025","31.071","31.300","31.465","30.840","9.39K","-0.42%"
"07/11/2025","31.201","31.490","31.505","31.145","5.59K","-1.10%"
"06/11/2025","31.548","31.445","31.725","31.445","3.55K","-0.85%"
"05/11/2025","31.819","32.100","32.120","31.695","2.28K","-2.25%"
"04/11/2025","32.551","31.940","32.495","31.930","8.19K","2.55%"
"03/11/2025","31.741","31.555","31.880","31.535","","1.99%"
"31/10/2025","31.122","31.185","31.335","31.095","1.26K","0.24%"
"30/10/2025","31.048","36.000","36.000","36.000","0.00K","-2.58%"
"29/10/2025","31.869","31.869","31.869","31.869","0.02K","1.19%"
"28/10/2025","31.494","31.315","31.710","31.315","0.02K","0.30%"
"27/10/2025","31.400","31.380","31.440","31.285","0.79K","-1.92%"
"24/10/2025","32.016","32.200","32.200","31.855","1.64K","-1.35%"
"23/10/2025","32.454","32.250","32.795","32.250","4.11K","2.16%"
"22/10/2025","31.768","32.050","32.185","31.670","6.08K","-1.34%"
"21/10/2025","32.200","31.435","32.270","31.435","4.45K","1.45%"
"20/10/2025","31.739","31.775","31.775","31.590","1.69K","-0.24%"
"17/10/2025","31.816","32.195","32.315","31.840","2.18K","-1.74%"
"16/10/2025","32.378","32.265","32.650","32.165","3.79K","1.73%"
"15/10/2025","31.826","31.750","31.850","31.440","1.44K","0.08%"
"14/10/2025","31.801","31.460","31.860","31.460","2.53K","1.04%"
"13/10/2025","31.475","31.825","31.845","31.345","","-2.16%"
"10/10/2025","32.170","32.080","32.185","31.880","3.17K","-0.60%"
"09/10/2025","32.363","32.195","32.520","32.065","2.78K","-1.03%"
"08/10/2025","32.700","33.570","33.570","32.645","3.17K","-1.64%"
"07/10/2025","33.246","33.500","33.625","33.040","4.23K","0.39%"
"06/10/2025","33.116","32.450","33.215","32.425","3.24K","5.34%"
"03/10/2025","31.438","31.105","31.625","30.970","3.86K","-0.05%"
"02/10/2025","31.455","31.445","31.475","31.055","4.05K","0.38%"
"01/10/2025","31.335","31.275","31.385","30.790","2.93K","-0.24%"
"30/09/2025","31.411","32.255","32.255","31.430","3.97K","-2.02%"
"29/09/2025","32.060","32.280","32.280","32.100","0.06K","-1.95%"
"26/09/2025","32.697","32.655","32.710","32.525","0.38K","0.74%"
"25/09/2025","32.456","32.405","32.565","32.350","0.08K","1.73%"
"24/09/2025","31.903","32.160","32.390","32.000","0.08K","-1.12%"
"23/09/2025","32.265","32.030","32.700","31.990","0.33K","1.32%"
"22/09/2025","31.844","32.100","32.200","31.765","0.19K","-1.44%"
"19/09/2025","32.308","32.660","32.965","32.170","2.11K","-1.95%"
"18/09/2025","32.952","32.555","33.035","32.545","2.38K","1.70%"
"17/09/2025","32.401","32.605","32.760","32.335","1.86K","0.22%"
"16/09/2025","32.329","31.910","32.450","31.910","5.07K","0.54%"
"15/09/2025","32.154","32.200","32.400","32.000","2.55K","-1.56%"
"12/09/2025","32.662","32.395","32.800","32.065","2.76K","1.05%"
"11/09/2025","32.323","32.510","32.590","32.310","3.10K","-2.41%"
"10/09/2025","33.122","33.240","33.420","33.005","3.91K","0.58%"
"09/09/2025","32.931","33.085","33.110","32.225","3.51K","-0.40%"
"08/09/2025","33.064","32.200","33.120","32.200","3.50K","3.43%"
"05/09/2025","31.969","32.520","32.705","31.910","6.17K","-1.37%"
"04/09/2025","32.412","31.840","32.605","31.840","6.65K","0.93%"
"03/09/2025","32.112","31.525","32.360","31.420","3.59K","1.07%"
"02/09/2025","31.772","32.200","32.625","31.665","4.13K","-1.56%"
"01/09/2025","32.275","32.275","32.285","31.880","0.08K","2.07%"
"29/08/2025","31.622","31.750","31.870","31.600","3.28K","0.20%"
"28/08/2025","31.559","31.275","31.275","31.275","0.00K","-3.05%"
"27/08/2025","32.551","32.700","32.815","32.590","1.27K","-2.72%"
"26/08/2025","33.460","33.600","33.690","33.300","0.26K","-0.93%"
"25/08/2025","33.774","33.275","33.820","33.250","0.06K","0.60%"
"22/08/2025","33.573","33.400","33.600","33.065","0.41K","1.20%"
"21/08/2025","33.175","32.245","33.395","32.015","1.96K","3.98%"
"20/08/2025","31.906","31.375","32.275","31.225","2.63K","2.17%"
"19/08/2025","31.227","30.725","31.375","30.725","3.63K","-0.14%"
"18/08/2025","31.272","30.650","31.485","30.650","2.64K","0.78%"
"15/08/2025","31.031","31.975","31.975","30.795","2.52K","-3.45%"
"14/08/2025","32.141","32.860","32.860","31.950","1.95K","-1.41%"
"13/08/2025","32.600","32.615","32.800","32.485","2.31K","0.59%"
"12/08/2025","32.409","33.065","33.065","32.215","2.08K","-1.79%"
"11/08/2025","32.999","32.490","33.125","32.400","2.69K","1.70%"
"08/08/2025","32.446","32.780","33.410","32.155","3.78K","-1.53%"
"07/08/2025","32.951","32.950","33.150","32.845","2.79K","-0.92%"
"06/08/2025","33.257","33.995","34.105","33.080","1.60K","-3.34%"
"05/08/2025","34.406","34.190","34.440","33.790","7.53K","0.36%"
"04/08/2025","34.283","34.065","34.370","33.660","6.74K","0.92%"
"01/08/2025","33.972","35.150","35.160","33.770","2.90K","-3.70%"
"31/07/2025","35.279","34.685","35.425","34.645","4.92K","2.15%"
"30/07/2025","34.537","33.650","33.650","33.650","0.01K","1.27%"
"29/07/2025","34.103","34.103","34.103","34.103","0.08K","3.66%"
"28/07/2025","32.899","32.295","33.030","32.130","0.25K","1.23%"
"25/07/2025","32.499","32.100","32.650","32.100","0.41K","0.44%"
"24/07/2025","32.358","32.385","32.435","32.175","5.14K","-1.02%"
"23/07/2025","32.690","33.505","33.695","32.605","4.15K","-1.27%"
"22/07/2025","33.111","33.215","33.405","32.950","4.21K","-0.14%"
"21/07/2025","33.159","33.830","33.915","33.125","2.22K","-1.30%"
"18/07/2025","33.595","34.600","34.600","33.430","6.46K","-2.36%"
"17/07/2025","34.407","35.140","35.250","34.325","6.84K","-1.15%"
"16/07/2025","34.809","34.655","35.115","34.450","14.48K","1.06%"
"15/07/2025","34.445","35.105","35.145","34.205","19.50K","-2.85%"
"14/07/2025","35.454","35.540","36.320","35.090","12.25K","-0.30%"
"11/07/2025","35.561","34.930","35.615","34.755","10.93K","1.11%"
"10/07/2025","35.170","34.655","35.350","34.655","12.66K","2.52%"
"09/07/2025","34.304","34.320","34.900","34.275","8.65K","0.25%"
"08/07/2025","34.219","34.005","34.590","33.895","15.26K","1.78%"
"07/07/2025","33.621","33.210","34.045","32.985","7.42K","0.57%"
"04/07/2025","33.430","33.950","33.950","33.275","0.08K","-0.57%"
"03/07/2025","33.621","33.650","34.210","33.435","16.35K","0.09%"
"02/07/2025","33.591","33.980","34.425","33.210","17.11K","-0.30%"
"01/07/2025","33.693","33.100","33.845","32.885","9.59K","2.42%"
"30/06/2025","32.898","33.350","33.450","32.700","2.42K","-0.57%"
"27/06/2025","33.087","33.087","33.087","33.087","","-2.75%"
"26/06/2025","34.024","35.305","35.310","34.050","0.13K","-3.89%"
"25/06/2025","35.401","35.450","35.945","35.120","0.79K","-0.60%"
"24/06/2025","35.615","36.485","36.550","35.085","0.81K","-12.11%"
"23/06/2025","40.522","41.600","41.900","40.290","4.11K","-0.99%"
"20/06/2025","40.929","39.955","41.795","39.880","8.71K","-1.34%"
"19/06/2025","41.485","41.485","41.795","39.880","0.98K","7.22%"
"18/06/2025","38.693","39.550","40.365","38.655","3.56K","-1.57%"
"17/06/2025","39.309","38.180","39.700","38.175","11.95K","3.70%"
"16/06/2025","37.906","38.670","39.485","37.395","9.55K","0.03%"
"13/06/2025","37.894","37.595","38.460","37.105","9.59K","4.75%"
"12/06/2025","36.177","36.405","36.500","35.765","8.37K","0.74%"
"11/06/2025","35.913","35.165","35.900","35.060","4.91K","3.68%"
"10/06/2025","34.638","35.555","35.555","34.550","4.63K","-2.72%"
"09/06/2025","35.605","36.145","36.245","35.450","4.95K","-1.78%"
"06/06/2025","36.251","36.550","36.720","35.955","4.61K","-0.39%"
"05/06/2025","36.393","35.705","36.590","35.705","3.86K","2.08%"
"04/06/2025","35.650","36.005","36.365","35.415","6.57K","-0.55%"
"03/06/2025","35.848","35.265","36.000","34.970","3.62K","2.38%"
"02/06/2025","35.015","34.100","35.485","34.100","4.19K","2.30%"
"30/05/2025","34.228","34.955","35.355","33.855","0.78K","-2.65%"
"29/05/2025","35.158","35.158","35.158","35.158","","-4.17%"
"28/05/2025","36.687","36.800","36.990","36.800","0.08K","-0.86%"
"27/05/2025","37.006","36.975","36.975","36.685","0.38K","1.53%"
"23/05/2025","36.450","36.400","36.770","35.880","0.47K","0.26%"
"22/05/2025","36.356","36.540","37.040","36.110","6.32K","-0.72%"
"21/05/2025","36.621","37.250","37.775","36.430","6.86K","-0.97%"
"20/05/2025","36.979","35.260","37.140","35.235","5.47K","4.98%"
"19/05/2025","35.225","35.000","35.460","34.900","3.82K","0.20%"
"16/05/2025","35.156","35.350","35.935","34.785","3.81K","-0.39%"
"15/05/2025","35.294","35.345","35.495","34.450","8.95K","0.70%"
"14/05/2025","35.048","35.650","35.680","34.425","5.20K","-1.95%"
"13/05/2025","35.744","35.015","36.150","35.010","7.76K","1.00%"
"12/05/2025","35.390","34.555","36.305","34.545","13.45K","2.23%"
"09/05/2025","34.618","35.700","35.990","34.320","7.11K","-2.05%"
"08/05/2025","35.341","34.220","35.745","34.220","8.95K","2.35%"
"07/05/2025","34.531","34.615","35.515","34.115","16.62K","-0.61%"
"06/05/2025","34.743","33.340","35.085","33.235","26.23K","5.51%"
"05/05/2025","32.930","32.790","33.065","32.600","3.08K","-0.45%"
"02/05/2025","33.078","32.095","33.630","32.085","4.78K","2.89%"
"01/05/2025","32.149","32.030","32.280","31.650","3.62K","-0.52%"
"30/04/2025","32.317","31.875","32.755","31.655","0.23K","1.45%"
"29/04/2025","31.856","30.900","31.500","30.900","0.00K","-1.67%"
"28/04/2025","32.398","32.700","32.700","32.275","0.07K","-0.10%"
"25/04/2025","32.432","33.445","33.445","31.950","7.19K","-3.40%"
"24/04/2025","33.574","34.050","34.140","33.080","12.55K","-1.72%"
"23/04/2025","34.160","34.675","34.975","33.925","11.56K","-0.25%"
"22/04/2025","34.244","35.850","35.850","34.025","6.15K","-3.96%"
"21/04/2025","35.657","35.657","35.657","35.657","","0.00%"
"17/04/2025","35.657","35.600","35.835","35.305","0.28K","0.98%"
"16/04/2025","35.312","33.905","35.630","33.905","2.86K","2.63%"
"15/04/2025","34.407","34.500","35.525","34.170","2.06K","-0.27%"
"14/04/2025","34.499","34.275","34.785","33.710","1.59K","3.10%"
"11/04/2025","33.463","33.725","34.055","32.805","12.78K","0.51%"
"10/04/2025","33.293","34.650","35.140","33.150","8.93K","-1.11%"
"09/04/2025","33.666","34.600","35.395","33.305","13.98K","-7.08%"
"08/04/2025","36.231","36.335","36.960","35.580","7.61K","-2.08%"
"07/04/2025","37.000","34.645","38.560","33.595","0.82K","1.65%"
"04/04/2025","36.401","39.250","39.250","35.265","3.86K","-7.15%"
"03/04/2025","39.203","39.750","40.460","38.455","6.65K","-4.99%"
"02/04/2025","41.263","42.475","42.950","40.870","3.65K","-2.80%"
"01/04/2025","42.450","40.875","42.700","40.450","2.02K","4.38%"
"31/03/2025","40.667","40.825","41.385","39.885","0.23K","0.20%"
"28/03/2025","40.587","40.900","40.900","40.900","0.00K","-1.49%"
"27/03/2025","41.202","41.100","41.425","41.100","0.02K","0.81%"
"26/03/2025","40.870","40.555","41.255","40.555","0.26K","-1.65%"
"25/03/2025","41.555","42.050","42.630","41.160","0.18K","-2.79%"
"24/03/2025","42.748","42.405","42.690","41.240","0.32K","0.34%"
"21/03/2025","42.605","44.755","44.755","42.030","0.27K","-0.58%"
"20/03/2025","42.855","43.860","44.150","42.675","0.49K","-1.15%"
"19/03/2025","43.355","42.505","43.940","41.960","16.91K","6.38%"
"18/03/2025","40.755","41.450","41.625","39.850","7.89K","-1.20%"
"17/03/2025","41.248","41.395","42.005","40.350","6.51K","-2.46%"
"14/03/2025","42.290","41.300","42.895","41.145","12.03K","0.51%"
"13/03/2025","42.076","42.455","43.625","40.545","0.49K","-0.42%"
"12/03/2025","42.254","42.645","43.345","41.295","5.50K","-1.07%"
"11/03/2025","42.710","41.405","43.560","40.865","4.77K","3.58%"
"10/03/2025","41.232","40.070","41.370","39.650","3.64K","3.15%"
"07/03/2025","39.971","37.325","41.500","37.205","5.76K","4.53%"
"06/03/2025","38.240","41.875","42.000","37.705","3.48K","-7.87%"
"05/03/2025","41.508","43.485","43.905","40.850","10.11K","-4.50%"
"04/03/2025","43.464","45.315","45.315","42.510","0.98K","-3.87%"
"03/03/2025","45.213","46.950","47.230","44.530","0.34K","2.01%"
