"Date","Price","Open","High","Low","Vol.","Change %"
"12/11/2025","11.135","11.135","11.135","11.135","","0.04%"
"11/11/2025","11.130","11.130","11.130","11.130","","-0.18%"
"10/11/2025","11.150","11.150","11.150","11.150","","0.18%"
"07/11/2025","11.130","11.130","11.130","11.130","","-0.22%"
"06/11/2025","11.155","11.155","11.155","11.155","","-0.04%"
"05/11/2025","11.160","11.160","11.160","11.160","","-0.27%"
"04/11/2025","11.190","11.190","11.190","11.190","","0.36%"
"03/11/2025","11.150","11.150","11.150","11.150","","1.36%"
"31/10/2025","11.000","11.000","11.000","11.000","","-1.17%"
"30/10/2025","11.130","11.130","11.130","11.130","","-0.76%"
"29/10/2025","11.215","11.215","11.215","11.215","","0.58%"
"28/10/2025","11.150","11.150","11.150","11.150","","0.27%"
"27/10/2025","11.120","11.120","11.120","11.120","","-0.76%"
"24/10/2025","11.205","11.205","11.205","11.205","","-0.53%"
"23/10/2025","11.265","11.265","11.265","11.265","","0.99%"
"22/10/2025","11.155","11.155","11.155","11.155","","-0.54%"
"21/10/2025","11.215","11.215","11.215","11.215","","1.49%"
"20/10/2025","11.050","11.050","11.050","11.050","","-0.85%"
"17/10/2025","11.145","11.145","11.145","11.145","","-0.49%"
"16/10/2025","11.200","11.200","11.200","11.200","","1.67%"
"15/10/2025","11.016","11.016","11.016","11.016","","-0.13%"
"14/10/2025","11.030","11.030","11.030","11.030","","-0.09%"
"13/10/2025","11.040","11.040","11.040","11.040","","-0.18%"
"10/10/2025","11.060","11.060","11.060","11.060","","-0.18%"
"09/10/2025","11.080","11.080","11.080","11.080","","-0.31%"
"08/10/2025","11.115","11.115","11.115","11.115","","-0.18%"
"07/10/2025","11.135","11.135","11.135","11.135","","0.04%"
"06/10/2025","11.130","11.130","11.130","11.130","","0.82%"
"03/10/2025","11.040","11.040","11.040","11.040","","0.14%"
"02/10/2025","11.025","11.025","11.025","11.025","","-0.18%"
"01/10/2025","11.045","11.045","11.045","11.045","","-0.05%"
"30/09/2025","11.050","11.050","11.050","11.050","","-1.34%"
"29/09/2025","11.200","11.200","11.200","11.200","","-0.84%"
"26/09/2025","11.295","11.295","11.295","11.295","","0.13%"
"25/09/2025","11.280","11.280","11.280","11.280","","0.53%"
"24/09/2025","11.220","11.220","11.220","11.220","","-1.19%"
"23/09/2025","11.355","11.355","11.355","11.355","","0.75%"
"22/09/2025","11.270","11.270","11.270","11.270","","-0.84%"
"19/09/2025","11.365","11.365","11.365","11.365","","-1.39%"
"18/09/2025","11.525","11.525","11.525","11.525","","0.39%"
"17/09/2025","11.480","11.480","11.480","11.480","","0.26%"
"16/09/2025","11.450","11.450","11.450","11.450","","0.79%"
"15/09/2025","11.360","11.360","11.360","11.360","","0.04%"
"12/09/2025","11.355","11.355","11.355","11.355","","0.09%"
"11/09/2025","11.345","11.345","11.345","11.345","","0.09%"
"10/09/2025","11.335","11.335","11.335","11.335","","0.04%"
"09/09/2025","11.330","11.330","11.330","11.330","","-0.13%"
"08/09/2025","11.345","11.345","11.345","11.345","","0.40%"
"05/09/2025","11.300","11.300","11.300","11.300","","0.49%"
"04/09/2025","11.245","11.245","11.245","11.245","","0.18%"
"03/09/2025","11.225","11.225","11.225","11.225","","-0.18%"
"02/09/2025","11.245","11.245","11.245","11.245","","0.27%"
"29/08/2025","11.215","11.215","11.215","11.215","","0.09%"
"28/08/2025","11.205","11.205","11.205","11.205","","-0.93%"
"27/08/2025","11.310","11.310","11.310","11.310","","-1.57%"
"26/08/2025","11.490","11.490","11.490","11.490","","-0.52%"
"25/08/2025","11.550","11.550","11.550","11.550","","0.00%"
"22/08/2025","11.550","11.550","11.550","11.550","","0.96%"
"21/08/2025","11.440","11.440","11.440","11.440","","2.97%"
"20/08/2025","11.110","11.110","11.110","11.110","","1.79%"
"19/08/2025","10.915","10.915","10.915","10.915","","-0.14%"
"18/08/2025","10.930","10.930","10.930","10.930","","-8.10%"
"15/08/2025","11.893","11.893","11.893","11.893","","-0.14%"
"14/08/2025","11.910","11.910","11.910","11.910","","-0.17%"
"13/08/2025","11.930","11.930","11.930","11.930","","0.04%"
"12/08/2025","11.925","11.925","11.925","11.925","","-0.08%"
"11/08/2025","11.935","11.935","11.935","11.935","","0.04%"
"08/08/2025","11.930","11.930","11.930","11.930","","-0.08%"
"07/08/2025","11.940","11.940","11.940","11.940","","0.08%"
"06/08/2025","11.930","11.930","11.930","11.930","","-0.50%"
"05/08/2025","11.990","11.990","11.990","11.990","","-0.12%"
"04/08/2025","12.005","12.005","12.005","12.005","","0.04%"
"01/08/2025","12.000","12.000","12.000","12.000","","-0.33%"
"31/07/2025","12.040","12.040","12.040","12.040","","0.00%"
"30/07/2025","12.040","12.040","12.040","12.040","","0.33%"
"29/07/2025","12.000","12.000","12.000","12.000","","0.63%"
"28/07/2025","11.925","11.925","11.925","11.925","","0.42%"
"25/07/2025","11.875","11.875","11.875","11.875","","-0.04%"
"24/07/2025","11.880","11.880","11.880","11.880","","-0.42%"
"23/07/2025","11.930","11.930","11.930","11.930","","-1.16%"
"22/07/2025","12.070","12.070","12.070","12.070","","0.75%"
"21/07/2025","11.980","11.980","11.980","11.980","","-0.17%"
"18/07/2025","12.000","12.000","12.000","12.000","","-1.48%"
"17/07/2025","12.180","12.180","12.180","12.180","","-1.81%"
"16/07/2025","12.405","12.405","12.405","12.405","","-5.34%"
"15/07/2025","13.105","13.105","13.105","13.105","","-0.08%"
"14/07/2025","13.115","13.115","13.115","13.115","","0.00%"
"11/07/2025","13.115","13.115","13.115","13.115","","-0.08%"
"10/07/2025","13.125","13.125","13.125","13.125","","0.08%"
"09/07/2025","13.115","13.115","13.115","13.115","","0.00%"
"08/07/2025","13.115","13.115","13.115","13.115","","0.15%"
"07/07/2025","13.095","13.095","13.095","13.095","","-0.49%"
"03/07/2025","13.160","13.160","13.160","13.160","","-0.04%"
"02/07/2025","13.165","13.165","13.165","13.165","","0.46%"
"01/07/2025","13.105","13.105","13.105","13.105","","-0.15%"
"30/06/2025","13.125","13.125","13.125","13.125","","-0.53%"
"27/06/2025","13.195","13.195","13.195","13.195","","-0.98%"
"26/06/2025","13.325","13.325","13.325","13.325","","-1.59%"
"25/06/2025","13.540","13.540","13.540","13.540","","0.15%"
"24/06/2025","13.520","13.520","13.520","13.520","","-6.50%"
"23/06/2025","14.460","14.460","14.460","14.460","","1.44%"
"20/06/2025","14.255","14.255","14.255","14.255","","2.70%"
"18/06/2025","13.880","13.880","13.880","13.880","","-0.89%"
"17/06/2025","14.005","14.005","14.005","14.005","","3.09%"
"16/06/2025","13.585","13.585","13.585","13.585","","8.65%"
"13/06/2025","12.504","12.504","12.504","12.504","","0.35%"
"12/06/2025","12.460","12.460","12.460","12.460","","0.12%"
"11/06/2025","12.445","12.445","12.445","12.445","","0.28%"
"10/06/2025","12.410","12.410","12.410","12.410","","-0.24%"
"09/06/2025","12.440","12.440","12.440","12.440","","-0.04%"
"06/06/2025","12.445","12.445","12.445","12.445","","0.24%"
"05/06/2025","12.415","12.415","12.415","12.415","","0.36%"
"04/06/2025","12.370","12.370","12.370","12.370","","0.32%"
"03/06/2025","12.330","12.330","12.330","12.330","","0.24%"
"02/06/2025","12.300","12.300","12.300","12.300","","1.19%"
"30/05/2025","12.155","12.155","12.155","12.155","","-1.14%"
"29/05/2025","12.295","12.295","12.295","12.295","","-1.36%"
"28/05/2025","12.465","12.465","12.465","12.465","","-0.24%"
"27/05/2025","12.495","12.495","12.495","12.495","","0.08%"
"23/05/2025","12.485","12.485","12.485","12.485","","1.09%"
"22/05/2025","12.350","12.350","12.350","12.350","","-1.04%"
"21/05/2025","12.480","12.480","12.480","12.480","","-0.28%"
"20/05/2025","12.515","12.515","12.515","12.515","","4.60%"
"19/05/2025","11.965","11.965","11.965","11.965","","0.59%"
"16/05/2025","11.895","11.895","11.895","11.895","","3.45%"
"15/05/2025","11.498","11.498","11.498","11.498","","0.20%"
"14/05/2025","11.475","11.475","11.475","11.475","","0.13%"
"13/05/2025","11.460","11.460","11.460","11.460","","0.17%"
"12/05/2025","11.440","11.440","11.440","11.440","","-0.22%"
"09/05/2025","11.465","11.465","11.465","11.465","","0.13%"
"08/05/2025","11.450","11.450","11.450","11.450","","0.35%"
"07/05/2025","11.410","11.410","11.410","11.410","","0.84%"
"06/05/2025","11.315","11.315","11.315","11.315","","0.49%"
"05/05/2025","11.260","11.260","11.260","11.260","","0.00%"
"02/05/2025","11.260","11.260","11.260","11.260","","0.00%"
"01/05/2025","11.260","11.260","11.260","11.260","","0.40%"
"30/04/2025","11.215","11.215","11.215","11.215","","0.00%"
"29/04/2025","11.215","11.215","11.215","11.215","","-0.58%"
"28/04/2025","11.280","11.280","11.280","11.280","","0.09%"
"25/04/2025","11.270","11.270","11.270","11.270","","-2.04%"
"24/04/2025","11.505","11.505","11.505","11.505","","-1.33%"
"23/04/2025","11.660","11.660","11.660","11.660","","-0.93%"
"22/04/2025","11.770","11.770","11.770","11.770","","-2.61%"
"21/04/2025","12.085","12.085","12.085","12.085","","0.00%"
"17/04/2025","12.085","12.085","12.085","12.085","","1.90%"
"16/04/2025","11.860","11.860","11.860","11.860","","-4.83%"
"15/04/2025","12.462","12.462","12.462","12.462","","-0.46%"
"14/04/2025","12.520","12.520","12.520","12.520","","-0.20%"
"11/04/2025","12.545","12.545","12.545","12.545","","-0.48%"
"10/04/2025","12.605","12.605","12.605","12.605","","-0.63%"
"09/04/2025","12.685","12.685","12.685","12.685","","-0.67%"
"08/04/2025","12.770","12.770","12.770","12.770","","-0.04%"
"07/04/2025","12.775","12.775","12.775","12.775","","-1.08%"
"04/04/2025","12.915","12.915","12.915","12.915","","-1.26%"
"03/04/2025","13.080","13.080","13.080","13.080","","-0.80%"
"02/04/2025","13.185","13.185","13.185","13.185","","-0.30%"
"01/04/2025","13.225","13.225","13.225","13.225","","1.15%"
"31/03/2025","13.075","13.075","13.075","13.075","","-0.08%"
"28/03/2025","13.085","13.085","13.085","13.085","","-0.68%"
"27/03/2025","13.175","13.175","13.175","13.175","","-0.19%"
"26/03/2025","13.200","13.200","13.200","13.200","","0.38%"
"25/03/2025","13.150","13.150","13.150","13.150","","-1.76%"
"24/03/2025","13.385","13.385","13.385","13.385","","0.00%"
"21/03/2025","13.385","13.385","13.385","13.385","","-1.07%"
"20/03/2025","13.530","13.530","13.530","13.530","","-1.64%"
"19/03/2025","13.755","13.755","13.755","13.755","","4.96%"
"18/03/2025","13.105","13.105","13.105","13.105","","-0.57%"
"17/03/2025","13.180","13.180","13.180","13.180","","-3.40%"
"14/03/2025","13.644","13.644","13.644","13.644","","-0.15%"
"13/03/2025","13.665","13.665","13.665","13.665","","-0.15%"
"12/03/2025","13.685","13.685","13.685","13.685","","-0.04%"
"11/03/2025","13.690","13.690","13.690","13.690","","-0.51%"
"10/03/2025","13.760","13.760","13.760","13.760","","0.00%"
"07/03/2025","13.760","13.760","13.760","13.760","","0.51%"
"06/03/2025","13.690","13.690","13.690","13.690","","-0.29%"
"05/03/2025","13.730","13.730","13.730","13.730","","-0.72%"
"04/03/2025","13.830","13.830","13.830","13.830","","-0.97%"
"03/03/2025","13.965","13.965","13.965","13.965","","0.83%"
